grad_# in Cohort,grad_% Dropped Out,grad_% Graduated,grad_% H.S. Equiv.,grad_% Non-Grad Completers,grad_% Permanently Excluded,grad_% Still in School,District Code,Year,sal_Average Salary,sal_FTE Count,sal_Salary Totals,mcas_MCAS_Avg. Scaled Score_ELA,mcas_MCAS_Avg. Scaled Score_MATH,mcas_MCAS_Avg. Scaled Score_SCI,mcas_MCAS_SGP_ELA,mcas_MCAS_SGP_MATH,expend_In-District Expenditures,expend_In-District Expenditures per Pupil,expend_Total Expenditures,expend_Total Expenditures per Pupil,expend_Total In-district FTEs,expend_Total Pupil FTEs,age_26-32 yrs (%),age_33-40 yrs (%),age_41-48 yrs (%),age_49-56 yrs (%),age_57-64 yrs (%),age_<26 yrs (% ),age_Over 64 yrs (%),prog_Career Technical Education (%),prog_English Learners (%),prog_General Education (%),prog_Special Education (%),demo_American Indian or Alaska Native,demo_Asian,demo_Black or African American,demo_Female,demo_Hispanic or Latino,demo_Male,"demo_Multi-Race, Not Hispanic or Latino",demo_Native Hawaiian or Other Pacific Islander,demo_Nonbinary,demo_White,sat_Math,sat_Reading,sat_Tests Taken,District Name
,,,,,,,01730000,2021,"$92,682 ",37.8,"$3,503,383 ",510,501,512,53,49,"$9,024,915.00 ","$22,675.67 ","$9,660,846.00 ","$23,678.54 ",398,408,0,37.9,17.3,27.5,10.2,7.1,0,0,0,84.1,15.9,0,0.7,0.2,48.6,5.2,51.4,5.7,0,0,88.1,,,,Mattapoisett
,,,,,,,01840000,2021,"$79,789 ",67.8,"$5,409,677 ",507,501,505,39,42,"$13,428,733.30 ","$19,829.79 ","$14,262,259.00 ","$20,693.93 ",677.2,689.2,18.3,12.7,18.1,38.2,6.3,4.2,2.1,0,1.5,79.9,18.6,0.6,4.4,1.3,51,5.8,49,3.7,0.1,0,84.1,,,,Middleton
,,,,,,,01960000,2021,"$65,977 ",11.4,"$752,143 ",505,496,497,25,31,"$2,677,191.00 ","$17,624.69 ","$4,832,641.00 ","$18,052.45 ",151.9,267.7,18.1,12.7,9.1,14.8,18.1,18.1,9.1,0,0,91.3,8.7,0,0.7,0,48.3,6.1,51.7,6.8,0,0,86.4,,,,Nahant
,,,,,,,07280000,2021,"$76,717 ",12.5,"$958,964 ",499,497,491,36,57,"$3,141,594.24 ","$24,018.30 ","$3,207,414.24 ","$22,635.25 ",130.8,141.7,33.3,66.7,0,0,0,0,0,0,0,60,40,0,0,0,53.5,3.9,46.5,8.5,0,0,87.6,,,,New Salem-Wendell
,,,,,,,02080000,2021,"$90,726 ",80.2,"$7,276,225 ",505,502,504,39,40,"$16,692,493.00 ","$16,749.44 ","$17,187,978.00 ","$16,912.31 ",996.6,"1,016.30",6.8,17.1,18.8,30.8,21.2,3.4,1.7,0,0,74.1,25.9,0,2.5,0.7,47.1,3.1,52.9,2.9,0,0,90.7,,,,Norfolk
,,,,,,,02130000,2021,"$97,400 ",138,"$13,441,155 ",504,501,506,33,34,"$30,030,409.37 ","$19,524.35 ","$32,922,161.29 ","$20,308.53 ","1,538.10","1,621.10",10.6,14.9,29.2,26.2,10.5,5.8,2.7,0,0,89.6,10.4,0.5,12.4,1.4,47.2,8.9,52.8,3.6,2.4,0,70.7,,,,Northborough
,,,,,,,02210000,2021,"$92,671 ",46.9,"$4,346,288 ",500,494,501,37,40,"$10,946,480.67 ","$25,841.55 ","$11,921,175.67 ","$24,789.30 ",423.6,480.9,7.4,10.2,27.2,38.8,16.5,0,0,0,4.3,80.8,15,1,1.4,2.7,47.8,31.2,52.2,6.5,0,0,57.2,,,,Oak Bluffs
,,,,,,,35150000,2021,"$61,951 ",20,"$1,239,022 ",498,489,490,38,33,"$4,365,924.62 ","$15,627.75 ","$4,365,924.62 ","$15,627.75 ",279.4,279.4,0,0,0,0,0,0,0,0,5,80,15,0,1.1,4.6,48.9,12.5,51.1,1.1,0,0,80.7,,,,Old Sturbridge Academy Charter Public School (District)
,,,,,,,02230000,2021,"$73,931 ",39.8,"$2,942,448 ",485,475,480,33,24,"$8,493,868.00 ","$18,114.46 ","$9,490,598.00 ","$17,388.42 ",468.9,545.8,9.9,6.7,35.6,6.2,10.6,20.4,10.6,0,0,100,0,0.2,0.6,1.3,48,8.2,52,5.2,0,0,84.5,,,,Orange
,,,,,,,02240000,2021,"$90,549 ",24,"$2,173,179 ",512,500,507,56,53,"$5,586,787.00 ","$32,387.17 ","$5,909,513.00 ","$31,703.40 ",172.5,186.4,5,22.5,26,17.6,20,5,4,0,0,94.2,5.8,0.6,1.1,3.4,55.4,12.6,44.6,4,0,0,78.3,,,,Orleans
,,,,,,,02300000,2021,"$64,046 ",12.2,"$781,357 ",504,496,492,32,33,"$2,218,180.00 ","$21,025.40 ","$2,258,292.00 ","$19,949.58 ",105.5,113.2,17.5,24.8,13.3,22.2,11.1,11.1,0,0,1.5,73.9,24.6,0,4.7,3.7,39.3,15,59.8,5.6,0,0.9,71,,,,Pelham
,,,,,,,02340000,2021,"$49,423 ",13,"$642,495 ",499,488,507,50,45,"$2,198,213.00 ","$18,107.19 ","$2,328,857.00 ","$18,294.24 ",121.4,127.3,0,23.1,30.8,30.8,0,0,15.4,0,0,100,0,0,0,0,51.2,8.1,48.8,3.3,0,0,88.6,,,,Petersham
,,,,,,,02380000,2021,"$83,149 ",44.2,"$3,675,171 ",506,498,496,40,41,"$10,790,371.00 ","$17,157.53 ","$12,175,755.00 ","$17,597.56 ",628.9,691.9,18.8,21.5,33.9,16.1,5.4,0,4.3,0,0,100,0,0,3,5.3,46.9,8,53.1,3.5,0,0,80.1,,,,Plainville
,,,,,,,02400000,2021,"$80,618 ",19.3,"$1,555,936 ",507,496,503,37,27,"$3,568,168.01 ","$16,603.85 ","$4,249,059.17 ","$18,876.32 ",214.9,225.1,6,37.6,30.1,11.3,7.5,7.5,0,0,0,84.5,15.5,0,0,0,47.4,1,52.6,0.5,0,0,98.6,,,,Plympton
,,,,,,,02490000,2021,"$89,830 ",19.3,"$1,733,716 ",502,493,504,43,38,"$3,598,790.91 ","$23,770.09 ","$4,318,527.36 ","$22,551.06 ",151.4,191.5,9.3,8.3,23.5,35.2,15.5,0,8.1,0,0,100,0,0,0,1.3,50,7.2,50,3.9,0,0,87.5,,,,Richmond
,,,,,,,04820000,2021,"$72,742 ",24.7,"$1,797,456 ",505,495,501,49,53,"$5,337,529.00 ","$18,542.10 ","$5,337,529.00 ","$18,542.10 ",287.9,287.9,16.2,19.1,27.7,20.8,16.2,0,0,0,0,100,0,0.3,1.4,0.3,52.8,5.2,47.2,4.5,0,0,88.2,,,,River Valley Charter (District)
,,,,,,,02500000,2021,"$87,341 ",41.1,"$3,589,699 ",501,498,507,40,50,"$7,685,676.00 ","$16,224.78 ","$8,309,892.00 ","$16,831.87 ",473.7,493.7,10.7,18.9,28.5,21.4,17.1,0,3.6,0,0,87.8,12.2,0,0,0.2,48.3,2.5,51.7,4.4,0,0,92.9,,,,Rochester
,,,,,,,02530000,2021,"$49,622 ",8.3,"$411,865 ",492,480,,,,"$1,817,045.04 ","$28,841.98 ","$2,340,252.67 ","$27,629.90 ",63,84.7,12,12,26.4,10,39.6,0,0,0,0,100,0,0,0,0,49.2,4.8,50.8,14.3,0,0,81,,,,Rowe
,,,,,,,02630000,2021,"$64,026 ",5.6,"$358,543 ",492,487,,,,"$1,144,630.50 ","$25,436.23 ","$1,382,283.50 ","$21,564.49 ",45,64.1,19.8,44.6,11.9,23.8,0,0,0,0,0,100,0,0,0,2.3,43.2,2.3,56.8,0,0,0,95.5,,,,Savoy
,,,,,,,02690000,2021,"$94,398 ",33.5,"$3,162,320 ",509,505,505,42,53,"$7,940,065.00 ","$20,333.07 ","$8,574,934.00 ","$21,626.57 ",390.5,396.5,10.5,9.2,31.7,23.6,17.6,7.4,0,0,0,88.1,11.9,0,8.4,3.1,51.7,4.6,48.3,5.9,0,0,78,,,,Sherborn
,,,,,,,02720000,2021,"$64,787 ",15.6,"$1,010,680 ",502,488,506,40,39,"$2,831,166.00 ","$25,054.57 ","$2,979,711.00 ","$23,098.53 ",113,129,10.3,25.9,20.7,17.2,25.9,0,0,0,0,80.8,19.2,0.9,0.9,1.8,57.1,8.9,42.9,3.6,0,0,83.9,,,,Shutesbury
,,,,,,,02730000,2021,"$85,333 ",124.1,"$10,589,848 ",499,490,497,36,32,"$26,782,718.64 ","$16,420.03 ","$29,688,700.64 ","$17,535.11 ","1,631.10","1,693.10",10.8,13.4,35.9,22.4,11.8,5.7,0,0,1.6,80.7,17.7,0.2,1.7,0.6,48.1,4.9,51.9,3.1,0,0,89.5,,,,Somerset
,,,,,,,02750000,2021,"$78,853 ",38.4,"$3,027,961 ",499,489,507,47,52,"$6,641,080.51 ","$14,644.06 ","$8,028,865.46 ","$15,278.53 ",453.5,525.5,15.7,13.3,12.2,31.3,27.4,0,0,0,0.8,81,18.2,0,1.6,0.2,46.7,6.9,53.3,3.3,0,0,87.9,,,,Southampton
,,,,,,,02760000,2021,"$99,181 ",107.3,"$10,642,165 ",514,513,514,38,36,"$25,126,096.18 ","$20,330.20 ","$26,911,708.13 ","$21,232.12 ","1,235.90","1,267.50",8.4,18.1,35.2,27.5,7.1,2.4,1.2,0,0,96.3,3.7,0.2,19.4,1.7,48.4,5.8,51.6,5.3,0,0,67.7,,,,Southborough
,,,,,,,35100000,2021,"$64,569 ",30.4,"$1,964,820 ",497,486,493,30,11,"$6,283,395.38 ","$16,556.60 ","$6,283,395.38 ","$16,556.60 ",379.5,379.5,58.3,41.7,0,0,0,0,0,0,3.2,96.8,0,0,2.4,16.9,47.9,69.8,52.1,1.9,0,0,9,,,,Springfield Preparatory Charter School (District)
,,,,,,,02870000,2021,"$81,014 ",72.2,"$5,849,179 ",506,498,503,46,39,"$13,720,250.00 ","$16,980.51 ","$16,345,054.00 ","$19,414.48 ",808,841.9,8.7,27.7,22.6,24.2,15.1,1.7,0,0,0,79.9,20.1,0.3,1.5,1,46.7,7.1,53.3,5.2,0,0,85,,,,Sturbridge
,,,,,,,02880000,2021,"$100,892 ",200.9,"$20,269,181 ",513,508,510,47,40,"$49,674,913.00 ","$19,550.89 ","$51,491,470.00 ","$19,954.84 ","2,540.80","2,580.40",12.8,24.8,20,28.7,11.9,1.9,0,0,1.6,77.6,20.8,0,9.8,3.1,48.2,5.4,51.8,7.6,0.2,0.1,73.8,,,,Sudbury
,,,,,,,02890000,2021,"$64,246 ",23.1,"$1,484,090 ",499,488,498,39,26,"$4,314,345.20 ","$23,333.40 ","$4,442,084.20 ","$21,584.47 ",184.9,205.8,32.4,10.5,7.3,16.3,28.3,5.2,0,0,4.3,78.4,17.3,0,9.2,3.3,47.8,10.9,51.6,8.7,0,0.5,67.9,,,,Sunderland
,,,,,,,02960000,2021,"$98,912 ",39.8,"$3,936,700 ",502,498,499,38,35,"$9,652,503.31 ","$33,515.64 ","$10,756,168.31 ","$29,598.70 ",288,363.4,3.7,27.5,23,30.4,13.8,0,1.5,0,2.5,85.9,11.5,1,0.7,6.2,49.1,38.4,50.9,5.2,0,0,48.4,,,,Tisbury
,,,,,,,02980000,2021,"$91,292 ",55.7,"$5,084,973 ",503,491,510,36,22,"$11,236,113.00 ","$19,015.25 ","$11,524,370.00 ","$19,297.34 ",590.9,597.2,13.5,17.1,24.2,20.3,22.5,2.3,0,0,0,80.8,19.2,0.9,1.9,0.2,50,3.9,50,2.7,0,0,90.4,,,,Topsfield
,,,,,,,03000000,2021,"$95,375 ",14.2,"$1,354,326 ",505,494,509,,,"$4,841,444.65 ","$43,111.71 ","$7,422,806.00 ","$32,245.03 ",112.3,230.2,0,21.7,17.4,54.3,6.5,0,0,0,0,100,0,0,0,8,46.9,7.1,53.1,17.7,0,0,67.3,,,,Truro
,,,,,,,04800000,2021,"$89,097 ",30.8,"$2,744,897 ",476,476,473,29,29,"$7,546,864.99 ","$21,476.43 ","$7,546,864.99 ","$21,476.43 ",351.4,351.4,58.8,20.6,0,0,0,20.6,0,0,8.5,63.5,28,0.3,3.2,44.7,47.3,47.9,52.7,0.6,0.6,0,2.9,,,,UP Academy Charter School of Boston (District)
,,,,,,,35050000,2021,"$110,522 ",39.2,"$4,332,467 ",476,468,472,22,24,"$11,520,002.97 ","$16,768.56 ","$11,520,002.97 ","$16,768.56 ",687,687,62.8,5.8,5.2,5.2,0,20.9,0,0,5.5,83.6,10.9,0.1,0.3,55.2,50.2,40.9,49.8,1.8,0.6,0,1.2,,,,UP Academy Charter School of Dorchester (District)
,,,,,,,07740000,2021,"$93,414 ",50,"$4,670,694 ",500,494,501,31,39,"$12,024,434.86 ","$29,356.53 ","$13,257,857.86 ","$28,474.78 ",409.6,465.6,14.3,22.7,19.8,26.7,13.6,2.8,0,0,0,92.1,7.9,4.3,0.8,0.8,47,9.3,52.8,7.3,0,0.3,77.6,,,,Up-Island Regional
,,,,,,,04980000,2021,"$78,787 ",32,"$2,521,196 ",488,484,484,27,28,"$8,287,207.53 ","$20,166.47 ","$8,287,207.53 ","$20,166.47 ",410.9,410.9,23.3,50,0,3.3,0,23.3,0,0,0,100,0,0.7,1.7,20,53.9,70.2,46.1,2.6,0.2,0,4.5,,,,Veritas Preparatory Charter School (District)
,,,,,,,03060000,2021,"$84,234 ",9.5,"$800,219 ",502,494,495,37,49,"$2,257,099.00 ","$17,716.63 ","$2,796,243.00 ","$19,445.36 ",127.4,143.8,0,0,62,25.3,12.7,0,0,0,0,89.4,10.6,0.8,0,1.6,47.6,0.8,52.4,2.4,0,0,94.4,,,,Wales
,,,,,,,03180000,2021,"$74,446 ",15.2,"$1,131,585 ",504,499,499,,,"$3,571,006.00 ","$35,603.25 ","$3,937,863.00 ","$32,788.20 ",100.3,120.1,3.8,28.9,3.8,19,39.2,0,5.3,0,0,86.8,13.2,0,1,0,42.7,3.9,57.3,13.6,0,0,81.6,,,,Wellfleet
,,,,,,,03270000,2021,"$58,753 ",15.5,"$910,673 ",507,503,506,48,45,"$2,355,581.13 ","$21,414.37 ","$2,798,046.88 ","$20,974.86 ",110,133.4,9.3,18.5,48.1,18.5,5.6,0,0,0,1.3,85.8,12.9,0,0,0,40.4,5.8,59.6,2.9,0,0,91.3,,,,Westhampton
,,,,,,,03370000,2021,"$65,703 ",12.6,"$827,853 ",508,497,508,51,31,"$2,589,109.66 ","$22,129.14 ","$2,683,248.66 ","$21,639.10 ",117,124,5.2,12.5,43.7,23.5,4.8,10.4,0,0,3.2,73.1,23.8,0,0,0.9,50,3.4,50,1.7,0,0,94,,,,Whately
,,,,,,,03400000,2021,"$68,959 ",17.3,"$1,192,998 ",511,498,499,53,33,"$2,737,086.67 ","$23,334.07 ","$3,783,487.10 ","$21,219.78 ",117.3,178.3,28.6,21.9,21,0,9.5,19,0,0,2.9,79.7,17.4,0,0,3.4,48.7,5,51.3,1.7,0,0,89.9,,,,Williamsburg
,,,,,,,03490000,2021,"$43,543 ",7.4,"$322,221 ",495,485,,,,"$1,042,766.02 ","$16,900.58 ","$1,730,322.56 ","$14,577.28 ",61.7,118.7,18.5,3.7,18.5,37,3.7,18.5,0,0,0,86.5,13.5,1.6,0,0,54,4.8,46,1.6,0,0,92.1,,,,Worthington
,,,,,,,03500000,2021,"$87,348 ",74.2,"$6,481,188 ",505,492,505,35,24,"$17,121,724.81 ","$19,962.37 ","$18,253,166.12 ","$20,107.03 ",857.7,907.8,14,23.9,22.2,26.2,10.2,3.5,0,0,1.3,81.8,16.9,0.3,2.9,1.6,50.1,5.1,49.9,4.6,0.1,0,85.3,,,,Wrentham
,,,,,,,00000000,2024,,,,493,495,494,50,50,,,,,,,17.4,21.8,22.4,20.6,10.4,5.8,1.6,2.7,3.2,81.9,12.2,0.2,7.4,9.6,48.4,25.1,51.4,4.5,0.1,0.2,53,557,,"47,507",State Totals
,,,,,,,00010000,2024,,,,495,496,499,49,47,,,,,,,16.8,24.8,26,22.4,3,4.6,2.5,0,3,79.3,17.7,0.4,2.5,6.2,48.1,15.4,51.7,2.9,0.1,0.2,72.5,518,,78,Abington
,,,,,,,00030000,2022,,,,499,502,497,48,53,"$14,347,713.00 ","$15,218.19 ","$18,458,602.00 ","$14,936.56 ",942.8,"1,235.80",5,27.9,25.2,28.5,6.7,6.7,0,0,0,85.3,14.7,0.2,0.9,1.2,47,4.4,53,3.6,0,0,89.7,,,,Acushnet
,,,,,,,00030000,2023,,,,501,502,499,50,46,"$14,679,700.00 ","$15,199.52 ","$18,752,410.80 ","$14,945.73 ",965.8,"1,254.70",13,24,28.9,22.7,4.9,6.5,0,0,0,88.2,11.8,0.6,0.7,1.3,47.5,5.5,52.4,3.4,0.1,0.1,88.3,,,,Acushnet
,,,,,,,00030000,2024,,,,501,502,498,51,43,,,,,,,9.6,20.7,28.3,28.7,3.2,9.6,0,0,0,85.3,14.7,0.6,0.6,1.2,47.6,6.3,52.4,3.1,0,0,88.2,,,,Acushnet
,,,,,,,00050000,2024,,,,489,492,494,44,45,,,,,,,10.2,23.6,28.8,20.7,10.2,3.9,2.8,0,0,94.2,5.8,0.1,3.4,2.5,47.3,12.6,52.6,2.7,0.1,0.2,78.6,539,,112,Agawam
,,,,,,,00070000,2024,,,,492,494,495,45,45,,,,,,,12.7,26,18.3,28.9,12,0.9,1.1,0,1.2,79.1,19.7,0.2,0.9,2,48,12.1,52,3.8,0.1,0,81,549,,63,Amesbury
,,,,,,,00080000,2022,,,,498,493,495,51,55,"$29,351,387.00 ","$27,911.17 ","$31,801,980.50 ","$27,074.73 ","1,051.60","1,174.60",14.6,27,13.3,30.9,9.9,4.3,0,0,6.2,75.2,18.6,0.4,11.1,11.7,49,23,50.3,7.9,0.2,0.7,45.8,,,,Amherst
,,,,,,,00080000,2023,,,,496,494,494,50,57,"$30,039,874.00 ","$28,283.47 ","$32,556,546.52 ","$27,333.18 ","1,062.10","1,191.10",18.7,27.3,18.1,26.5,8,1.3,0,0,6.3,77.5,16.1,0.4,10.9,11.2,49.7,23.7,49.4,8.3,0.1,0.9,45.4,,,,Amherst
,,,,,,,00080000,2024,,,,499,498,504,55,63,,,,,,,15.4,21,20.6,30.5,8.4,4.2,0,0,8.1,74.1,17.8,0.2,12,10.6,48.8,24.5,50.4,6.9,0.1,0.8,45.7,,,,Amherst
,,,,,,,00090000,2024,,,,509,511,513,55,60,,,,,,,10.3,23.2,24.4,21.5,15,3,2.6,0,2.5,76.8,20.7,0.1,19.2,2.8,48.5,9.5,51.5,4.9,0.1,0.1,63.4,635,,431,Andover
,,,,,,,00100000,2024,,,,509,510,514,58,58,,,,,,,24.6,24.4,19.9,17.4,7.9,4.6,1.2,0,2.6,88.8,8.5,0.1,12.9,3.2,49,8,50.2,9.1,0.1,0.8,66.6,622,,471,Arlington
,,,,,,,00140000,2024,,,,501,505,501,55,59,,,,,,,16.3,21.2,19.4,21.8,12.9,7.4,1,0,0.9,87.7,11.4,0.3,18.2,2.9,47.8,18.8,52.1,3.6,0,0.1,56.3,602,,244,Ashland
,,,,,,,00160000,2024,,,,491,495,494,48,53,,,,,,,20.6,19.4,23.9,21.9,8.5,4.2,1.5,5.1,3.2,73.7,18.1,0.2,4.6,9.6,47,18.3,52.8,6.8,0.1,0.2,60.4,527,,272,Attleboro
,,,,,,,00170000,2024,,,,496,498,501,49,47,,,,,,,10.2,24.3,21.7,26.8,11.5,4.8,0.6,0,0.1,98.8,1.1,0.2,4.8,4,49,12.5,51,2.7,0.1,0,75.7,553,,114,Auburn
,,,,,,,00180000,2024,,,,490,488,488,47,43,,,,,,,17.7,21.1,15.5,23.3,11.4,4.5,6.5,0,4,81.1,15,0.5,4.2,37.2,48.1,14.5,51.8,6.4,0,0.1,37.2,514,,12,Avon
,,,,,,,00200000,2024,,,,486,488,486,45,46,,,,,,,12.8,19.3,18.2,27.7,17.7,2.9,1.4,0.5,7.4,76.6,15.4,0.3,2.1,9.3,46.8,30.2,53,7.9,0,0.2,50.1,533,,163,Barnstable
,,,,,,,00230000,2024,,,,512,512,512,58,56,,,,,,,15.2,24.3,22.2,25.8,10.1,2.4,0,0,3.1,82.7,14.2,0,21.2,7.3,48.3,7.9,51.6,6.8,0,0.2,56.8,627,,213,Bedford
,,,,,,,00240000,2024,,,,496,493,497,53,49,,,,,,,9.6,23.3,25.1,29,8.4,1.9,2.6,0,1.2,89.1,9.7,0.2,1.6,1.2,50.4,8.9,49.4,4.2,0.1,0.2,83.7,560,,113,Belchertown
,,,,,,,00250000,2024,,,,486,491,492,42,46,,,,,,,14.4,16.8,21.3,24.2,15.1,4.3,3.8,0,0.6,88.4,10.9,0.2,3,2.5,48.9,13.3,51.1,3.2,0.3,0,77.5,534,,76,Bellingham
,,,,,,,00260000,2024,,,,511,516,517,56,55,,,,,,,13.1,29.6,33.9,14.5,5.7,2.4,0.8,0,5.2,82.6,12.2,0.1,23.6,4.1,49.5,5.4,50,8.3,0.1,0.6,58.4,640,,419,Belmont
,,,,,,,00270000,2022,,,,498,495,501,51,46,"$12,511,355.00 ","$14,272.59 ","$12,832,289.00 ","$14,348.98 ",876.6,894.3,19.9,23.5,17.7,15.9,12.2,10.8,0,0,1.4,83,15.6,0.1,0.5,0.8,49.2,2.2,50.8,4.7,0.1,0,91.6,,,,Berkley
,,,,,,,00270000,2023,,,,497,496,503,46,47,"$12,730,800.00 ","$14,874.17 ","$13,108,535.45 ","$15,072.48 ",855.9,869.7,17.5,17.5,16.6,24.9,12.4,11.1,0,0,0.7,84.2,15,0.1,0.5,1.1,50.9,3.2,49.1,4.2,0.1,0,90.8,,,,Berkley
,,,,,,,00270000,2024,,,,500,498,501,56,51,,,,,,,20.5,17.6,19.6,20.5,14.2,7.5,0,0,1.5,82.7,15.9,0.1,0.5,1.3,50.4,3.2,49.6,4.5,0.1,0,90.2,,,,Berkley
,,,,,,,00300000,2024,,,,494,498,492,44,45,,,,,,,18.8,24.9,23.7,16.2,9.8,4.2,2.6,0,2.1,76.6,21.3,0.1,2.1,3.3,47.7,16.3,52.1,4.4,0,0.2,73.9,552,,226,Beverly
,,,,,,,00310000,2024,,,,497,497,496,53,46,,,,,,,11.8,21.9,30.6,20.8,11.2,1.7,2,0,0,87.8,12.2,0.4,11.1,6.2,50.3,10.5,49.6,3.7,0,0.1,68,565,,196,Billerica
,,,,,,,00350000,2024,,,,485,485,481,50,49,,,,,,,20,24.1,21.7,17.1,8.9,6.1,1.9,1,0,99,0,0.2,8.3,28.3,47.8,44.7,52.1,3.6,0.1,0.1,14.8,504,,"3,075",Boston
,,,,,,,00360000,2024,,,,489,489,491,48,50,,,,,,,9.3,16,28.1,25.7,16.7,2.7,1.5,0,0,81.5,18.5,0.6,2.1,2.8,49.5,7.9,50.5,7.2,0.2,0,79.1,462,,126,Bourne
,,,,,,,00380000,2022,,,,504,503,504,57,63,"$15,288,663.00 ","$20,148.48 ","$16,353,908.00 ","$21,194.80 ",758.8,771.6,12.6,15,14.1,32.1,16.3,2.1,7.7,0,0,81.7,18.3,0,2.7,0.4,48.3,3.8,51.7,5.3,0,0,87.8,,,,Boxford
,,,,,,,00380000,2023,,,,501,503,503,48,56,"$14,852,107.00 ","$19,853.10 ","$16,024,010.00 ","$21,039.93 ",748.1,761.6,21.7,14.5,13.9,28.2,14,2.2,5.6,0,0.4,80.5,19.1,0,2.3,0.5,47.8,3.7,52.2,4.5,0,0,88.9,,,,Boxford
,,,,,,,00380000,2024,,,,502,504,506,54,58,,,,,,,17.1,17.1,22.5,27.8,9.9,0,5.6,0,0.9,84.9,14.2,0,1.7,0.7,48.9,4,51.1,4.4,0,0,89.3,,,,Boxford
,,,,,,,00400000,2024,,,,499,503,502,50,51,,,,,,,14.1,32.4,24.5,17.3,6.6,3.2,1.9,0,2.5,78.8,18.7,0.2,27.3,5.7,48.4,7.1,51.5,3,0.2,0.1,56.5,590,,430,Braintree
,,,,,,,00410000,2022,,,,495,494,500,48,52,"$10,821,962.00 ","$24,889.52 ","$11,045,267.00 ","$24,409.43 ",434.8,452.5,9.4,23.5,21.3,25.1,15.7,3.1,1.9,0,0,88.8,11.2,0,0.9,3.2,50.2,10.7,49.8,6.6,0,0,78.5,,,,Brewster
,,,,,,,00410000,2023,,,,497,498,502,49,50,"$11,645,394.16 ","$26,832.71 ","$11,908,591.99 ","$26,492.97 ",434,449.5,9.6,22.3,25.5,18.7,18.9,3.2,1.9,0,0,86.8,13.2,0,1.4,2.6,52,10.9,48,7,0,0,78.2,,,,Brewster
,,,,,,,00410000,2024,,,,496,499,498,45,46,,,,,,,11.5,17.9,31.7,17.3,14.4,5.8,1.4,0,2.1,88.6,9.2,0,1.6,3.9,52.1,12.2,47.9,7.6,0,0,74.7,,,,Brewster
,,,,,,,00430000,2022,,,,503,503,510,64,63,"$5,148,530.00 ","$18,769.70 ","$5,749,154.00 ","$19,838.35 ",274.3,289.8,11.4,22.7,30.7,20.5,9.1,5.7,0,0,0,69.6,30.4,1.1,1.5,1.5,51.3,5.6,48.7,0,0,0,90.3,,,,Brimfield
,,,,,,,00430000,2023,,,,505,507,510,60,69,"$5,033,462.00 ","$17,513.79 ","$5,687,372.00 ","$18,801.23 ",287.4,302.5,0,28.4,25,26.1,5.7,11.4,3.4,0,0,67,33,0.7,1,1.4,50.9,4.2,49.1,0.7,0,0,92,,,,Brimfield
,,,,,,,00430000,2024,,,,504,507,506,55,63,,,,,,,0,28.5,20.2,34.2,5.7,5.7,5.7,0,0,67.4,32.6,0.7,1.1,0.4,49.3,3.9,50.7,2.1,0,0,91.9,,,,Brimfield
,,,,,,,00440000,2024,,,,481,481,479,52,51,,,,,,,12.5,18.6,23,25.3,15.6,3.3,1.8,0.2,5.8,82.3,11.7,0.4,1.6,59.6,47.6,21.5,52.3,4.6,0.2,0,12.2,486,,203,Brockton
,,,,,,,00450000,2022,,,,499,502,499,50,58,"$4,428,984.00 ","$15,823.45 ","$4,786,974.00 ","$16,371.32 ",279.9,292.4,11.8,14.2,11.8,38.5,17.8,0,5.9,0,0,73.8,26.2,0,0.7,0.4,48.4,5,51.6,3.2,0,0,90.7,,,,Brookfield
,,,,,,,00450000,2023,,,,497,500,501,47,52,"$4,543,455.61 ","$15,607.89 ","$5,265,536.91 ","$17,179.57 ",291.1,306.5,11.8,20.1,17.8,20.7,23.7,5.9,0,0,0,70.7,29.3,0,0.3,2.4,48.5,5.2,51.5,4.1,0,0,88,,,,Brookfield
,,,,,,,00450000,2024,,,,499,503,503,47,59,,,,,,,5.3,31.6,15.8,21.1,26.3,0,0,0,0,73.1,26.9,0,0.3,2.6,47.7,5.6,52.3,5.3,0,0,86.1,,,,Brookfield
,,,,,,,00460000,2024,,,,510,512,510,60,60,,,,,,,16.9,29.5,24.1,17.6,8.3,2.5,1.1,1.4,4.2,84.2,10.2,0.1,21.8,6.2,49,12.2,50.6,11.3,0,0.4,48.4,662,,551,Brookline
,,,,,,,00480000,2024,,,,498,502,495,51,52,,,,,,,15.6,22.4,30.8,16.7,9.1,3.1,2.3,0,3.7,76.7,19.6,0.2,17.9,7.6,49.5,10.7,50.3,4.5,0,0.2,59.1,595,,196,Burlington
,,,,,,,00490000,2024,,,,504,503,499,54,53,,,,,,,21.7,24.7,24.9,16,6.3,4.6,1.7,2.8,5.4,86.3,5.5,0.1,14.4,22.5,48.4,14.3,51.3,11.2,0,0.4,37.5,602,,405,Cambridge
,,,,,,,00500000,2024,,,,503,505,498,57,56,,,,,,,13.1,23.6,25.8,23.6,9.5,4.3,0.1,0.4,1.9,80.7,17.1,0.1,10.8,12,50.2,7.3,49.7,7,0.2,0,62.6,574,,255,Canton
